filepath,species,label_id,split
Falco berigora/region_6.050-8.050.mp3,Falco berigora,54,heldout
Falco berigora/region_6.700-8.050.mp3,Falco berigora,54,heldout
Falco cenchroides/region_0.000-2.000.mp3,Falco cenchroides,55,heldout
Falco cenchroides/region_10.900-12.750.mp3,Falco cenchroides,55,heldout
Falco peregrinus/region_24.000-26.000.mp3,Falco peregrinus,56,heldout
Falco peregrinus/region_34.000-36.000.mp3,Falco peregrinus,56,heldout
Falco peregrinus/region_5.450-6.900.mp3,Falco peregrinus,56,heldout
Falco peregrinus/region_6.950-8.950.mp3,Falco peregrinus,56,heldout
Falco peregrinus/region_63.000-65.000.mp3,Falco peregrinus,56,heldout
Falco peregrinus/region_75.000-77.000.mp3,Falco peregrinus,56,heldout
Falco peregrinus/region_8.000-10.000.mp3,Falco peregrinus,56,heldout
Falco peregrinus/region_83.000-85.000.mp3,Falco peregrinus,56,heldout
Falco peregrinus/region_87.000-89.000.mp3,Falco peregrinus,56,heldout
Falcunculus frontatus/region_14.100-16.100.mp3,Falcunculus frontatus,57,heldout
Falcunculus frontatus/region_6.400-8.250.mp3,Falcunculus frontatus,57,heldout
Felis Catus/region_0.000-1.999.mp3,Felis Catus,58,heldout
Felis Catus/region_0.700-2.049.mp3,Felis Catus,58,heldout
Felis Catus/region_1.849-3.648.mp3,Felis Catus,58,heldout
Felis Catus/region_3.698-5.597.mp3,Felis Catus,58,heldout
Felis Catus/region_4.098-6.097.mp3,Felis Catus,58,heldout
Felis Catus/region_6.047-7.957.mp3,Felis Catus,58,heldout
Felis Catus/region_6.597-8.296.mp3,Felis Catus,58,heldout
Felis Catus/region_6.697-8.396.mp3,Felis Catus,58,heldout
Felis Catus/region_8.346-10.000.mp3,Felis Catus,58,heldout
Fulica atra/region_15.100-16.050.mp3,Fulica atra,59,heldout
Fulica atra/region_8.450-9.050.mp3,Fulica atra,59,heldout
Gallinula tenebrosa/region_0.600-2.250.mp3,Gallinula tenebrosa,60,heldout
Gallinula tenebrosa/region_18.100-19.600.mp3,Gallinula tenebrosa,60,heldout
Gallinula tenebrosa/region_4.050-6.050.mp3,Gallinula tenebrosa,60,heldout
Gallinula tenebrosa/region_46.150-48.150.mp3,Gallinula tenebrosa,60,heldout
Gallinula tenebrosa/region_66.150-68.150.mp3,Gallinula tenebrosa,60,heldout
Gallinula tenebrosa/region_78.150-80.150.mp3,Gallinula tenebrosa,60,heldout
Gerygone mouki/region_0.000-2.000.mp3,Gerygone mouki,62,heldout
Gerygone mouki/region_0.800-2.450.mp3,Gerygone mouki,62,heldout
Gerygone mouki/region_2.000-4.000.mp3,Gerygone mouki,62,heldout
Gerygone mouki/region_2.250-4.250.mp3,Gerygone mouki,62,heldout
Gerygone mouki/region_3.400-4.700.mp3,Gerygone mouki,62,heldout
Gerygone mouki/region_4.750-6.750.mp3,Gerygone mouki,62,heldout
Gerygone mouki/region_5.600-6.150.mp3,Gerygone mouki,62,heldout
Haliastur sphenurus/region_217.550-219.300.mp3,Haliastur sphenurus,63,heldout
Haliastur sphenurus/region_239.100-241.100.mp3,Haliastur sphenurus,63,heldout
Haliastur sphenurus/region_275.250-277.250.mp3,Haliastur sphenurus,63,heldout
Haliastur sphenurus/region_38.000-40.000.mp3,Haliastur sphenurus,63,heldout
Haliastur sphenurus/region_395.250-397.250.mp3,Haliastur sphenurus,63,heldout
Haliastur sphenurus/region_4.150-6.150.mp3,Haliastur sphenurus,63,heldout
Haliastur sphenurus/region_409.250-411.250.mp3,Haliastur sphenurus,63,heldout
Haliastur sphenurus/region_41.350-43.350.mp3,Haliastur sphenurus,63,heldout
Haliastur sphenurus/region_54.850-56.850.mp3,Haliastur sphenurus,63,heldout
Haliastur sphenurus/region_69.350-71.350.mp3,Haliastur sphenurus,63,heldout
Irediparra gallinacea/region_0.900-2.900.mp3,Irediparra gallinacea,64,heldout
Irediparra gallinacea/region_17.000-19.000.mp3,Irediparra gallinacea,64,heldout
Irediparra gallinacea/region_19.000-21.000.mp3,Irediparra gallinacea,64,heldout
Irediparra gallinacea/region_45.050-47.050.mp3,Irediparra gallinacea,64,heldout
Irediparra gallinacea/region_68.400-70.400.mp3,Irediparra gallinacea,64,heldout
Lalage leucomela/region_2.350-4.350.mp3,Lalage leucomela,65,heldout
Lalage leucomela/region_29.200-31.200.mp3,Lalage leucomela,65,heldout
Lalage leucomela/region_31.650-32.849.mp3,Lalage leucomela,65,heldout
Lalage leucomela/region_5.350-6.750.mp3,Lalage leucomela,65,heldout
Litoria inermis/region_113.500-115.500.mp3,Litoria inermis,66,heldout
Litoria inermis/region_243.500-245.500.mp3,Litoria inermis,66,heldout
Litoria inermis/region_427.100-429.100.mp3,Litoria inermis,66,heldout
Litoria inermis/region_439.100-441.100.mp3,Litoria inermis,66,heldout
Litoria inermis/region_445.100-447.100.mp3,Litoria inermis,66,heldout
Litoria inermis/region_495.100-497.100.mp3,Litoria inermis,66,heldout
Litoria inermis/region_509.700-511.700.mp3,Litoria inermis,66,heldout
Litoria inermis/region_518.550-520.550.mp3,Litoria inermis,66,heldout
Litoria inermis/region_538.100-540.100.mp3,Litoria inermis,66,heldout
Litoria inermis/region_589.900-590.500.mp3,Litoria inermis,66,heldout
Manorina melanophrys/region_10.150-12.150.mp3,Manorina melanophrys,67,heldout
Manorina melanophrys/region_101.650-103.650.mp3,Manorina melanophrys,67,heldout
Manorina melanophrys/region_14.650-16.200.mp3,Manorina melanophrys,67,heldout
Manorina melanophrys/region_147.550-148.850.mp3,Manorina melanophrys,67,heldout
Manorina melanophrys/region_22.300-24.300.mp3,Manorina melanophrys,67,heldout
Manorina melanophrys/region_4.000-4.900.mp3,Manorina melanophrys,67,heldout
Manorina melanophrys/region_44.300-46.300.mp3,Manorina melanophrys,67,heldout
Manorina melanophrys/region_52.050-54.050.mp3,Manorina melanophrys,67,heldout
Manorina melanophrys/region_6.450-8.450.mp3,Manorina melanophrys,67,heldout
Manorina melanophrys/region_85.500-87.500.mp3,Manorina melanophrys,67,heldout
Megapodius reinwardt/region_32.950-34.750.mp3,Megapodius reinwardt,68,heldout
Megapodius reinwardt/region_74.550-76.550.mp3,Megapodius reinwardt,68,heldout
Melithreptus brevirostris/region_1.000-3.000.mp3,Melithreptus brevirostris,69,heldout
Melithreptus brevirostris/region_16.900-18.250.mp3,Melithreptus brevirostris,69,heldout
Melithreptus brevirostris/region_30.850-32.850.mp3,Melithreptus brevirostris,69,heldout
Melithreptus brevirostris/region_6.100-8.000.mp3,Melithreptus brevirostris,69,heldout
Melithreptus gularis/region_113.700-115.100.mp3,Melithreptus gularis,70,heldout
Melithreptus gularis/region_129.450-131.450.mp3,Melithreptus gularis,70,heldout
Melithreptus gularis/region_132.600-133.350.mp3,Melithreptus gularis,70,heldout
Melithreptus gularis/region_16.800-18.000.mp3,Melithreptus gularis,70,heldout
Melithreptus gularis/region_16.950-18.950.mp3,Melithreptus gularis,70,heldout
Melithreptus gularis/region_18.950-20.950.mp3,Melithreptus gularis,70,heldout
Melithreptus gularis/region_24.400-26.400.mp3,Melithreptus gularis,70,heldout
Melithreptus gularis/region_28.300-30.300.mp3,Melithreptus gularis,70,heldout
Melithreptus gularis/region_31.700-33.700.mp3,Melithreptus gularis,70,heldout
Melithreptus gularis/region_74.300-76.300.mp3,Melithreptus gularis,70,heldout
Melithreptus lunatus/region_20.900-22.900.mp3,Melithreptus lunatus,71,heldout
Melithreptus lunatus/region_27.150-28.750.mp3,Melithreptus lunatus,71,heldout
Microeca flavigaster/region_1.750-3.150.mp3,Microeca flavigaster,72,heldout
Microeca flavigaster/region_36.900-38.300.mp3,Microeca flavigaster,72,heldout
Microeca flavigaster/region_7.200-9.150.mp3,Microeca flavigaster,72,heldout
Microeca flavigaster/region_7.250-8.750.mp3,Microeca flavigaster,72,heldout
Neophema pulchella/region_13.050-14.700.mp3,Neophema pulchella,73,heldout
Nesoptilotis leucotis/region_17.600-18.300.mp3,Nesoptilotis leucotis,74,heldout
Nesoptilotis leucotis/region_49.650-51.300.mp3,Nesoptilotis leucotis,74,heldout
Pachycephala simplex/region_26.350-28.300.mp3,Pachycephala simplex,75,heldout
Pardalotus rubricatus/region_155.550-157.550.mp3,Pardalotus rubricatus,76,heldout
Pardalotus rubricatus/region_157.550-158.350.mp3,Pardalotus rubricatus,76,heldout
Pardalotus rubricatus/region_6.800-8.100.mp3,Pardalotus rubricatus,76,heldout
Pardalotus rubricatus/region_65.150-66.950.mp3,Pardalotus rubricatus,76,heldout
Parvipsitta pusilla/region_0.350-2.350.mp3,Parvipsitta pusilla,77,heldout
Parvipsitta pusilla/region_10.700-12.700.mp3,Parvipsitta pusilla,77,heldout
Parvipsitta pusilla/region_14.050-16.050.mp3,Parvipsitta pusilla,77,heldout
Parvipsitta pusilla/region_16.950-18.550.mp3,Parvipsitta pusilla,77,heldout
Parvipsitta pusilla/region_19.300-21.100.mp3,Parvipsitta pusilla,77,heldout
Parvipsitta pusilla/region_2.000-4.000.mp3,Parvipsitta pusilla,77,heldout
Parvipsitta pusilla/region_22.750-24.750.mp3,Parvipsitta pusilla,77,heldout
Parvipsitta pusilla/region_22.850-23.650.mp3,Parvipsitta pusilla,77,heldout
Parvipsitta pusilla/region_40.900-42.900.mp3,Parvipsitta pusilla,77,heldout
Parvipsitta pusilla/region_8.400-10.400.mp3,Parvipsitta pusilla,77,heldout
Pelecanus conspicillatus/region_3.650-5.200.mp3,Pelecanus conspicillatus,78,heldout
Petrochelidon ariel/region_14.000-16.000.mp3,Petrochelidon ariel,79,heldout
Petrochelidon ariel/region_2.100-4.100.mp3,Petrochelidon ariel,79,heldout
Petrochelidon nigricans/region_10.000-12.000.mp3,Petrochelidon nigricans,80,heldout
Petrochelidon nigricans/region_13.400-14.950.mp3,Petrochelidon nigricans,80,heldout
Petrochelidon nigricans/region_15.000-16.500.mp3,Petrochelidon nigricans,80,heldout
Petrochelidon nigricans/region_20.400-22.400.mp3,Petrochelidon nigricans,80,heldout
Petrochelidon nigricans/region_38.000-40.000.mp3,Petrochelidon nigricans,80,heldout
Petrochelidon nigricans/region_42.000-44.000.mp3,Petrochelidon nigricans,80,heldout
Petrochelidon nigricans/region_6.000-8.000.mp3,Petrochelidon nigricans,80,heldout
Petrochelidon nigricans/region_7.300-9.300.mp3,Petrochelidon nigricans,80,heldout
Petrochelidon nigricans/region_70.700-71.900.mp3,Petrochelidon nigricans,80,heldout
Petroica boodang/region_0.750-2.050.mp3,Petroica boodang,81,heldout
Petroica boodang/region_85.300-87.300.mp3,Petroica boodang,81,heldout
Petroica goodenovii/region_10.750-12.150.mp3,Petroica goodenovii,82,heldout
Petroica goodenovii/region_18.850-19.400.mp3,Petroica goodenovii,82,heldout
Petroica goodenovii/region_238.600-240.600.mp3,Petroica goodenovii,82,heldout
Petroica goodenovii/region_25.050-27.050.mp3,Petroica goodenovii,82,heldout
Petroica goodenovii/region_313.900-315.750.mp3,Petroica goodenovii,82,heldout
Petroica goodenovii/region_36.000-38.000.mp3,Petroica goodenovii,82,heldout
Petroica goodenovii/region_46.100-48.050.mp3,Petroica goodenovii,82,heldout
Petroica goodenovii/region_60.000-62.000.mp3,Petroica goodenovii,82,heldout
Petroica goodenovii/region_67.600-68.900.mp3,Petroica goodenovii,82,heldout
Petroica goodenovii/region_79.000-80.950.mp3,Petroica goodenovii,82,heldout
Petroica phoenicea/region_32.400-34.400.mp3,Petroica phoenicea,83,heldout
Petroica phoenicea/region_33.900-34.450.mp3,Petroica phoenicea,83,heldout
Petroica phoenicea/region_44.400-46.400.mp3,Petroica phoenicea,83,heldout
Petroica phoenicea/region_6.850-8.750.mp3,Petroica phoenicea,83,heldout
Petroica rosea/region_1.450-3.450.mp3,Petroica rosea,84,heldout
Petroica rosea/region_25.300-27.300.mp3,Petroica rosea,84,heldout
Petroica rosea/region_40.650-42.650.mp3,Petroica rosea,84,heldout
Petroica rosea/region_62.400-64.400.mp3,Petroica rosea,84,heldout
Pezoporus wallicus/Ground_Parrot (15).wav,Pezoporus wallicus,85,heldout
Pezoporus wallicus/region_20.050-22.050.mp3,Pezoporus wallicus,85,heldout
Pezoporus wallicus/region_24.050-26.050.mp3,Pezoporus wallicus,85,heldout
Pezoporus wallicus/region_48.850-50.850.mp3,Pezoporus wallicus,85,heldout
Pezoporus wallicus/region_5.200-7.100.mp3,Pezoporus wallicus,85,heldout
Pezoporus wallicus/region_6.400-8.400.mp3,Pezoporus wallicus,85,heldout
Phaps elegans/region_0.000-2.000.mp3,Phaps elegans,86,heldout
Phaps elegans/region_23.350-25.350.mp3,Phaps elegans,86,heldout
Phaps elegans/region_34.000-36.000.mp3,Phaps elegans,86,heldout
Phaps elegans/region_6.900-8.400.mp3,Phaps elegans,86,heldout
Philemon citreogularis/region_1.550-3.350.mp3,Philemon citreogularis,87,heldout
Philemon citreogularis/region_178.800-179.800.mp3,Philemon citreogularis,87,heldout
Philemon citreogularis/region_191.600-193.600.mp3,Philemon citreogularis,87,heldout
Philemon citreogularis/region_2.650-4.650.mp3,Philemon citreogularis,87,heldout
Philemon citreogularis/region_20.000-22.000.mp3,Philemon citreogularis,87,heldout
Philemon citreogularis/region_20.100-22.100.mp3,Philemon citreogularis,87,heldout
Philemon citreogularis/region_304.400-306.400.mp3,Philemon citreogularis,87,heldout
Philemon citreogularis/region_58.400-60.400.mp3,Philemon citreogularis,87,heldout
Philemon citreogularis/region_6.400-8.100.mp3,Philemon citreogularis,87,heldout
Philemon citreogularis/region_90.650-92.650.mp3,Philemon citreogularis,87,heldout
Philemon corniculatus/region_122.900-124.900.mp3,Philemon corniculatus,88,heldout
Philemon corniculatus/region_196.400-197.750.mp3,Philemon corniculatus,88,heldout
Philemon corniculatus/region_28.850-30.850.mp3,Philemon corniculatus,88,heldout
Philemon corniculatus/region_31.250-32.700.mp3,Philemon corniculatus,88,heldout
Philemon corniculatus/region_394.350-396.350.mp3,Philemon corniculatus,88,heldout
Philemon corniculatus/region_45.800-47.800.mp3,Philemon corniculatus,88,heldout
Philemon corniculatus/region_56.900-58.900.mp3,Philemon corniculatus,88,heldout
Philemon corniculatus/region_57.400-59.400.mp3,Philemon corniculatus,88,heldout
Philemon corniculatus/region_79.650-81.300.mp3,Philemon corniculatus,88,heldout
Philemon corniculatus/region_96.950-98.950.mp3,Philemon corniculatus,88,heldout
Phylidonyris niger/region_123.600-125.600.mp3,Phylidonyris niger,89,heldout
Phylidonyris niger/region_149.900-151.800.mp3,Phylidonyris niger,89,heldout
Phylidonyris niger/region_152.450-154.450.mp3,Phylidonyris niger,89,heldout
Phylidonyris niger/region_356.250-358.150.mp3,Phylidonyris niger,89,heldout
Phylidonyris niger/region_386.000-388.000.mp3,Phylidonyris niger,89,heldout
Phylidonyris niger/region_497.800-499.800.mp3,Phylidonyris niger,89,heldout
Phylidonyris niger/region_5.400-7.400.mp3,Phylidonyris niger,89,heldout
Phylidonyris niger/region_59.750-61.750.mp3,Phylidonyris niger,89,heldout
Phylidonyris niger/region_606.550-608.550.mp3,Phylidonyris niger,89,heldout
Phylidonyris niger/region_617.850-619.850.mp3,Phylidonyris niger,89,heldout
Pitta iris/region_0.300-1.500.mp3,Pitta iris,90,heldout
Pitta iris/region_16.100-18.100.mp3,Pitta iris,90,heldout
Pitta iris/region_39.150-40.450.mp3,Pitta iris,90,heldout
Pitta versicolor/region_1.450-2.950.mp3,Pitta versicolor,91,heldout
Pitta versicolor/region_11.900-13.700.mp3,Pitta versicolor,91,heldout
Pitta versicolor/region_37.750-39.000.mp3,Pitta versicolor,91,heldout
Pitta versicolor/region_45.400-46.950.mp3,Pitta versicolor,91,heldout
Pitta versicolor/region_80.300-81.700.mp3,Pitta versicolor,91,heldout
Platycercus elegans/region_12.000-13.250.mp3,Platycercus elegans,92,heldout
Platycercus elegans/region_42.000-43.700.mp3,Platycercus elegans,92,heldout
Platycercus elegans/region_54.000-56.000.mp3,Platycercus elegans,92,heldout
Platycercus elegans/region_84.450-85.650.mp3,Platycercus elegans,92,heldout
Plectorhyncha lanceolata/region_103.650-105.650.mp3,Plectorhyncha lanceolata,93,heldout
Plectorhyncha lanceolata/region_12.300-14.300.mp3,Plectorhyncha lanceolata,93,heldout
Plectorhyncha lanceolata/region_2.650-4.650.mp3,Plectorhyncha lanceolata,93,heldout
Plectorhyncha lanceolata/region_3.400-5.400.mp3,Plectorhyncha lanceolata,93,heldout
Plectorhyncha lanceolata/region_51.450-53.450.mp3,Plectorhyncha lanceolata,93,heldout
Plectorhyncha lanceolata/region_59.700-61.700.mp3,Plectorhyncha lanceolata,93,heldout
Plectorhyncha lanceolata/region_76.050-77.250.mp3,Plectorhyncha lanceolata,93,heldout
Plectorhyncha lanceolata/region_8.650-10.650.mp3,Plectorhyncha lanceolata,93,heldout
Plectorhyncha lanceolata/region_93.850-95.850.mp3,Plectorhyncha lanceolata,93,heldout
Psophodes cristatus/region_14.600-16.600.mp3,Psophodes cristatus,94,heldout
Psophodes cristatus/region_3.200-5.200.mp3,Psophodes cristatus,94,heldout
Psophodes cristatus/region_35.300-37.300.mp3,Psophodes cristatus,94,heldout
Psophodes cristatus/region_45.150-47.150.mp3,Psophodes cristatus,94,heldout
Psophodes cristatus/region_8.200-10.200.mp3,Psophodes cristatus,94,heldout
Psophodes cristatus/region_8.600-10.600.mp3,Psophodes cristatus,94,heldout
Ptilinopus regina/region_7.350-9.350.mp3,Ptilinopus regina,95,heldout
Pycnoptilus floccosus/region_0.350-2.350.mp3,Pycnoptilus floccosus,96,heldout
Pycnoptilus floccosus/region_5.250-7.250.mp3,Pycnoptilus floccosus,96,heldout
Ramsayornis fasciatus/region_26.900-28.500.mp3,Ramsayornis fasciatus,97,heldout
Ramsayornis fasciatus/region_6.900-8.800.mp3,Ramsayornis fasciatus,97,heldout
Ramsayornis fasciatus/region_62.450-63.950.mp3,Ramsayornis fasciatus,97,heldout
Ramsayornis fasciatus/region_7.250-9.250.mp3,Ramsayornis fasciatus,97,heldout
Ranoidea caerulea/region_89.250-91.250.mp3,Ranoidea caerulea,98,heldout
Ranoidea caerulea/region_91.250-93.250.mp3,Ranoidea caerulea,98,heldout
Rattus Norvegicus/Rat_Audio_010.mp3,Rattus Norvegicus,99,heldout
Rattus Norvegicus/Rat_Audio_021.mp3,Rattus Norvegicus,99,heldout
Rattus Norvegicus/Rat_Audio_039.mp3,Rattus Norvegicus,99,heldout
Rattus Norvegicus/Rat_Audio_054.mp3,Rattus Norvegicus,99,heldout
Rattus Norvegicus/Rat_Audio_058.mp3,Rattus Norvegicus,99,heldout
Rattus Norvegicus/Rat_Audio_080.mp3,Rattus Norvegicus,99,heldout
Rattus Norvegicus/Rat_Audio_091.mp3,Rattus Norvegicus,99,heldout
Rattus Norvegicus/Rat_Audio_092.mp3,Rattus Norvegicus,99,heldout
Rattus Norvegicus/region_2.449-4.448.mp3,Rattus Norvegicus,99,heldout
Rattus Norvegicus/region_7.397-8.696.mp3,Rattus Norvegicus,99,heldout
Rhinella marina/t19.mp3,Rhinella marina,100,heldout
Rhinella marina/t21.mp3,Rhinella marina,100,heldout
Rhinella marina/t27.mp3,Rhinella marina,100,heldout
Rhipidura albiscapa/region_0.750-2.750.mp3,Rhipidura albiscapa,101,heldout
Rhipidura albiscapa/region_20.000-22.000.mp3,Rhipidura albiscapa,101,heldout
Rhipidura albiscapa/region_33.900-35.900.mp3,Rhipidura albiscapa,101,heldout
Rhipidura albiscapa/region_5.550-7.550.mp3,Rhipidura albiscapa,101,heldout
Rhipidura albiscapa/region_5.850-7.850.mp3,Rhipidura albiscapa,101,heldout
Rhipidura albiscapa/region_64.050-66.050.mp3,Rhipidura albiscapa,101,heldout
Rhipidura albiscapa/region_78.400-80.400.mp3,Rhipidura albiscapa,101,heldout
Rhipidura albiscapa/region_86.400-88.400.mp3,Rhipidura albiscapa,101,heldout
Rhipidura albiscapa/region_93.350-95.350.mp3,Rhipidura albiscapa,101,heldout
Rhipidura albiscapa/region_94.000-96.000.mp3,Rhipidura albiscapa,101,heldout
Rhipidura leucophrys/region_113.300-115.300.mp3,Rhipidura leucophrys,102,heldout
Rhipidura leucophrys/region_14.200-16.200.mp3,Rhipidura leucophrys,102,heldout
Rhipidura leucophrys/region_157.750-159.750.mp3,Rhipidura leucophrys,102,heldout
Rhipidura leucophrys/region_16.150-18.150.mp3,Rhipidura leucophrys,102,heldout
Rhipidura leucophrys/region_22.700-24.700.mp3,Rhipidura leucophrys,102,heldout
Rhipidura leucophrys/region_32.050-33.100.mp3,Rhipidura leucophrys,102,heldout
Rhipidura leucophrys/region_36.000-38.000.mp3,Rhipidura leucophrys,102,heldout
Rhipidura leucophrys/region_46.400-46.950.mp3,Rhipidura leucophrys,102,heldout
Rhipidura leucophrys/region_54.100-56.100.mp3,Rhipidura leucophrys,102,heldout
Rhipidura leucophrys/region_58.000-60.000.mp3,Rhipidura leucophrys,102,heldout
Rhipidura rufifrons/region_0.000-2.000.mp3,Rhipidura rufifrons,103,heldout
Rhipidura rufifrons/region_13.600-15.600.mp3,Rhipidura rufifrons,103,heldout
Rhipidura rufifrons/region_16.950-18.950.mp3,Rhipidura rufifrons,103,heldout
Rhipidura rufifrons/region_24.550-26.550.mp3,Rhipidura rufifrons,103,heldout
Rhipidura rufifrons/region_3.550-4.850.mp3,Rhipidura rufifrons,103,heldout
Rhipidura rufifrons/region_37.950-39.150.mp3,Rhipidura rufifrons,103,heldout
Rhipidura rufifrons/region_39.850-41.850.mp3,Rhipidura rufifrons,103,heldout
Rhipidura rufifrons/region_4.950-6.000.mp3,Rhipidura rufifrons,103,heldout
Rhipidura rufifrons/region_54.700-56.700.mp3,Rhipidura rufifrons,103,heldout
Rhipidura rufifrons/region_86.350-87.700.mp3,Rhipidura rufifrons,103,heldout
Rhipidura rufiventris/region_106.000-108.000.mp3,Rhipidura rufiventris,104,heldout
Rhipidura rufiventris/region_18.000-20.000.mp3,Rhipidura rufiventris,104,heldout
Rhipidura rufiventris/region_184.000-186.000.mp3,Rhipidura rufiventris,104,heldout
Rhipidura rufiventris/region_234.000-236.000.mp3,Rhipidura rufiventris,104,heldout
Scythrops novaehollandiae/region_12.800-14.800.mp3,Scythrops novaehollandiae,105,heldout
Spilopelia chinensis/region_78.400-80.295.mp3,Spilopelia chinensis,106,heldout
Stizoptera bichenovii/region_0.350-2.350.mp3,Stizoptera bichenovii,107,heldout
Stizoptera bichenovii/region_14.250-15.300.mp3,Stizoptera bichenovii,107,heldout
Stizoptera bichenovii/region_15.750-16.950.mp3,Stizoptera bichenovii,107,heldout
Stizoptera bichenovii/region_2.050-4.050.mp3,Stizoptera bichenovii,107,heldout
Stizoptera bichenovii/region_2.750-3.950.mp3,Stizoptera bichenovii,107,heldout
Stizoptera bichenovii/region_21.350-22.700.mp3,Stizoptera bichenovii,107,heldout
Stizoptera bichenovii/region_32.400-34.400.mp3,Stizoptera bichenovii,107,heldout
Stizoptera bichenovii/region_44.400-46.400.mp3,Stizoptera bichenovii,107,heldout
Stizoptera bichenovii/region_6.050-7.100.mp3,Stizoptera bichenovii,107,heldout
Stizoptera bichenovii/region_9.150-11.150.mp3,Stizoptera bichenovii,107,heldout
Stomiopera unicolor/region_12.350-14.350.mp3,Stomiopera unicolor,108,heldout
Stomiopera unicolor/region_156.900-158.900.mp3,Stomiopera unicolor,108,heldout
Stomiopera unicolor/region_27.700-29.700.mp3,Stomiopera unicolor,108,heldout
Stomiopera unicolor/region_27.850-29.850.mp3,Stomiopera unicolor,108,heldout
Stomiopera unicolor/region_35.450-37.450.mp3,Stomiopera unicolor,108,heldout
Stomiopera unicolor/region_42.550-44.400.mp3,Stomiopera unicolor,108,heldout
Stomiopera unicolor/region_44.450-46.450.mp3,Stomiopera unicolor,108,heldout
Stomiopera unicolor/region_6.750-8.750.mp3,Stomiopera unicolor,108,heldout
Stomiopera unicolor/region_62.650-64.350.mp3,Stomiopera unicolor,108,heldout
Stomiopera unicolor/region_9.600-11.600.mp3,Stomiopera unicolor,108,heldout
Strepera versicolor/region_12.150-13.000.mp3,Strepera versicolor,109,heldout
Strepera versicolor/region_33.800-35.650.mp3,Strepera versicolor,109,heldout
Strepera versicolor/region_39.500-40.900.mp3,Strepera versicolor,109,heldout
Strepera versicolor/region_44.050-45.500.mp3,Strepera versicolor,109,heldout
Sus Scrofa/region_3.099-4.498.mp3,Sus Scrofa,110,heldout
Sus Scrofa/region_3.199-4.598.mp3,Sus Scrofa,110,heldout
Sus Scrofa/region_4.798-6.797.mp3,Sus Scrofa,110,heldout
Sus Scrofa/region_5.448-6.697.mp3,Sus Scrofa,110,heldout
Sus Scrofa/region_5.997-7.197.mp3,Sus Scrofa,110,heldout
Sus Scrofa/region_6.347-7.397.mp3,Sus Scrofa,110,heldout
Sus Scrofa/region_7.247-8.546.mp3,Sus Scrofa,110,heldout
Sus Scrofa/region_7.347-9.346.mp3,Sus Scrofa,110,heldout
Symposiachrus trivirgatus/region_10.250-11.550.mp3,Symposiachrus trivirgatus,111,heldout
Symposiachrus trivirgatus/region_15.350-17.350.mp3,Symposiachrus trivirgatus,111,heldout
Symposiachrus trivirgatus/region_16.200-17.200.mp3,Symposiachrus trivirgatus,111,heldout
Tregellasia capito/region_28.200-29.450.mp3,Tregellasia capito,112,heldout
Tregellasia capito/region_68.450-70.100.mp3,Tregellasia capito,112,heldout
Tregellasia capito/region_87.000-88.550.mp3,Tregellasia capito,112,heldout
Trichosurus vulpecula/region_4.150-6.150.mp3,Trichosurus vulpecula,113,heldout
Uperoleia altissima/region_17.700-19.700.mp3,Uperoleia altissima,114,heldout
Uperoleia altissima/region_197.550-198.750.mp3,Uperoleia altissima,114,heldout
Uperoleia altissima/region_21.700-23.700.mp3,Uperoleia altissima,114,heldout
Uperoleia altissima/region_47.900-49.900.mp3,Uperoleia altissima,114,heldout
Uperoleia altissima/region_5.700-7.700.mp3,Uperoleia altissima,114,heldout
Uperoleia altissima/region_54.100-56.100.mp3,Uperoleia altissima,114,heldout
Uperoleia altissima/region_58.800-60.800.mp3,Uperoleia altissima,114,heldout
Uperoleia altissima/region_60.800-62.800.mp3,Uperoleia altissima,114,heldout
Uperoleia altissima/region_7.700-9.700.mp3,Uperoleia altissima,114,heldout
Uperoleia altissima/region_93.650-95.650.mp3,Uperoleia altissima,114,heldout
Uperoleia mimula/region_0.550-1.900.mp3,Uperoleia mimula,115,heldout
Uperoleia mimula/region_107.900-109.900.mp3,Uperoleia mimula,115,heldout
Uperoleia mimula/region_185.100-187.100.mp3,Uperoleia mimula,115,heldout
Uperoleia mimula/region_187.250-189.250.mp3,Uperoleia mimula,115,heldout
Uperoleia mimula/region_213.250-215.250.mp3,Uperoleia mimula,115,heldout
Uperoleia mimula/region_234.750-236.550.mp3,Uperoleia mimula,115,heldout
Uperoleia mimula/region_33.900-35.900.mp3,Uperoleia mimula,115,heldout
Uperoleia mimula/region_77.800-79.800.mp3,Uperoleia mimula,115,heldout
Uperoleia mimula/region_89.800-91.800.mp3,Uperoleia mimula,115,heldout
Vanellus miles/region_12.000-14.000.mp3,Vanellus miles,116,heldout
Vanellus miles/region_16.850-18.050.mp3,Vanellus miles,116,heldout
Vanellus miles/region_17.800-19.800.mp3,Vanellus miles,116,heldout
Vanellus miles/region_4.100-5.100.mp3,Vanellus miles,116,heldout
Vanellus miles/region_4.400-5.850.mp3,Vanellus miles,116,heldout
Vanellus miles/region_4.400-6.250.mp3,Vanellus miles,116,heldout
Vanellus miles/region_6.850-8.050.mp3,Vanellus miles,116,heldout
Vanellus miles/region_60.000-62.000.mp3,Vanellus miles,116,heldout
Vanellus miles/region_70.000-72.000.mp3,Vanellus miles,116,heldout
Vanellus miles/region_72.000-74.000.mp3,Vanellus miles,116,heldout
