species,file_name,split
sus scrofa,project_echo_bucket_3__region_1.249-2.949.mp3,validation
sus scrofa,project_echo_bucket_3__region_5.647-7.647.mp3,train
sus scrofa,project_echo_bucket_2__region_5.448-6.697.mp3,train
sus scrofa,project_echo_bucket_2__region_3.498-4.848.mp3,validation
sus scrofa,project_echo_bucket_3__region_6.347-7.397.mp3,test
sus scrofa,project_echo_bucket_3__region_3.099-4.498.mp3,test
sus scrofa,project_echo_bucket_1__region_0.700-2.699.wav,train
sus scrofa,project_echo_bucket_3__region_5.997-7.197.mp3,train
sus scrofa,project_echo_bucket_3__region_6.347-8.346.mp3,test
sus scrofa,project_echo_bucket_3__region_7.996-9.446.mp3,test
sus scrofa,project_echo_bucket_2__region_2.999-4.998.mp3,train
sus scrofa,project_echo_bucket_3__region_4.348-6.347.mp3,validation
sus scrofa,project_echo_bucket_2__region_4.348-6.347.mp3,validation
sus scrofa,project_echo_bucket_2__region_6.347-8.346.mp3,train
sus scrofa,project_echo_bucket_3__region_0.900-2.899.mp3,test
sus scrofa,project_echo_bucket_2__region_3.598-5.248.mp3,train
sus scrofa,project_echo_bucket_2__region_4.798-6.797.mp3,train
sus scrofa,project_echo_bucket_2__region_8.346-10.000.mp3,validation
sus scrofa,project_echo_bucket_2__region_2.699-4.698.mp3,train
sus scrofa,project_echo_bucket_3__region_3.498-4.848.mp3,train
sus scrofa,project_echo_bucket_2__region_3.598-5.597.mp3,validation
sus scrofa,project_echo_bucket_2__region_2.199-4.098.mp3,train
sus scrofa,project_echo_bucket_1__region_0.900-2.899.wav,train
sus scrofa,project_echo_bucket_3__region_7.047-8.296.mp3,train
sus scrofa,project_echo_bucket_3__region_4.998-6.997.mp3,train
sus scrofa,project_echo_bucket_3__region_4.698-6.147.mp3,train
sus scrofa,project_echo_bucket_2__region_4.398-6.047.mp3,train
sus scrofa,project_echo_bucket_3__region_3.598-5.597.mp3,train
sus scrofa,project_echo_bucket_2__region_2.049-3.548.mp3,train
sus scrofa,project_echo_bucket_3__region_2.999-4.998.mp3,test
sus scrofa,project_echo_bucket_3__region_0.700-2.699.mp3,validation
sus scrofa,project_echo_bucket_2__region_6.997-8.996.mp3,train
sus scrofa,project_echo_bucket_3__region_2.699-4.698.mp3,train
sus scrofa,project_echo_bucket_2__region_0.550-2.549.mp3,train
sus scrofa,project_echo_bucket_3__region_7.347-9.346.mp3,train
sus scrofa,project_echo_bucket_2__region_4.698-6.147.mp3,train
sus scrofa,project_echo_bucket_3__region_1.849-3.149.mp3,test
sus scrofa,project_echo_bucket_1__region_5.647-7.647.wav,train
sus scrofa,project_echo_bucket_3__region_3.598-5.248.mp3,validation
sus scrofa,project_echo_bucket_3__region_7.247-8.546.mp3,train
sus scrofa,project_echo_bucket_2__region_3.099-4.498.mp3,train
sus scrofa,project_echo_bucket_3__region_8.346-10.000.mp3,validation
sus scrofa,project_echo_bucket_3__region_3.199-4.598.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_74.850-76.850.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_24.850-26.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_333.750-335.750.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_130.050-131.600.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_434.500-436.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_98.850-100.850.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_42.450-44.450.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_448.500-450.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_153.300-155.300.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_84.450-86.450.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_64.850-66.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_110.850-112.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_166.300-168.300.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_102.850-104.850.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_58.450-60.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_82.850-84.850.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_544.500-546.500.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_14.450-16.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_84.450-86.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_434.500-436.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_408.500-410.500.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_84.850-86.850.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_370.500-372.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_94.850-96.850.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_88.650-90.650.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_122.850-124.850.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_170.300-172.300.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_580.750-582.750.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_165.850-167.800.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_484.500-486.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_2.450-4.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_156.300-158.300.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_170.300-172.300.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_188.300-190.300.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_10.850-12.850.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_114.450-116.450.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_124.850-126.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_40.850-42.850.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_476.500-478.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__X04201.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_164.300-166.300.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_128.850-130.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_110.450-112.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_86.850-88.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_448.500-450.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_72.450-74.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_568.150-569.350.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_84.850-86.850.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_98.450-100.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_193.050-195.050.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_172.300-174.300.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_140.850-142.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_70.450-72.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_153.300-155.300.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_376.500-378.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_52.450-54.450.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_376.500-378.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_118.450-120.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_321.900-323.900.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_32.700-34.700.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_24.850-26.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_99.800-101.800.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_64.850-66.850.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_346.500-348.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_187.550-188.900.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_240.500-242.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_188.300-190.300.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_123.450-125.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_22.700-24.700.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_122.850-124.850.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_106.850-108.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_58.850-60.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_135.100-137.100.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_591.950-593.150.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_199.050-201.050.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_177.300-178.950.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_99.800-101.800.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_76.700-78.700.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_66.850-68.850.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_162.300-164.300.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_20.850-22.850.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_36.850-38.850.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_580.750-582.750.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_72.450-74.450.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_58.850-60.850.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_16.450-18.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_4.850-6.850.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_114.850-116.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_16.700-18.700.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_390.500-392.500.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_364.500-366.500.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_86.850-88.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_161.300-163.300.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_52.450-54.450.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_147.300-149.300.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_299.900-301.900.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_390.500-392.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_194.300-196.300.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_128.850-130.850.mp3,test
cophixalus infacetus,project_echo_bucket_3__X04201.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_597.300-598.950.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_16.850-18.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_82.450-84.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_32.450-34.450.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_458.500-460.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_62.850-64.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_32.700-34.700.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_382.500-384.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_46.850-48.850.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_86.450-88.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_20.850-22.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_262.250-264.250.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_142.850-144.850.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_240.500-242.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_370.500-372.500.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_76.450-78.450.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_4.450-6.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_333.750-335.750.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_150.300-152.300.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_136.850-138.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_28.700-30.700.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_28.850-30.850.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_227.350-229.350.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_94.850-96.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_187.550-188.900.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_4.850-6.850.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_102.850-104.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_184.300-186.300.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_422.500-424.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_42.450-44.450.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_177.300-178.950.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_327.900-329.900.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_364.500-366.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_164.300-166.300.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_36.700-38.700.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_180.300-182.300.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_6.850-8.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_18.450-20.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_476.500-478.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_12.450-14.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_58.450-60.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_36.450-38.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_46.850-48.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_48.850-50.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_162.300-164.300.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_22.700-24.700.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_194.300-196.300.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_90.450-92.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_48.450-50.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_12.450-14.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_36.450-38.450.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_70.700-72.700.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_215.350-217.350.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_70.450-72.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_117.450-119.450.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_52.700-54.700.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_106.850-108.850.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_604.450-605.700.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_354.500-356.500.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_382.500-384.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_597.300-598.950.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_94.450-96.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_88.650-90.650.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_44.450-46.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_70.850-72.850.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_56.850-58.850.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_313.900-315.900.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_40.850-42.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_66.450-68.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_76.700-78.700.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_161.300-163.300.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_28.850-30.850.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_76.450-78.450.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_192.300-194.300.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_192.300-194.300.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_122.450-124.450.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_110.850-112.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_428.500-430.500.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_24.450-26.450.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_166.300-168.300.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_44.850-46.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_42.850-44.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_293.900-295.900.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_130.050-131.600.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_232.500-234.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_211.200-212.550.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_307.900-309.900.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_492.200-494.200.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_18.450-20.450.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_458.500-460.500.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_165.850-167.800.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_591.950-593.150.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_48.850-50.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_211.200-212.550.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_44.850-46.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_346.500-348.500.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_52.700-54.700.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_36.850-38.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_246.500-248.500.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_78.850-80.850.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_147.300-149.300.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_160.300-162.300.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_408.500-410.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_60.850-62.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_28.450-30.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_88.450-90.450.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_342.500-344.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_66.850-68.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_114.850-116.850.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_117.450-119.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_136.850-138.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_44.450-46.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_422.500-424.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_36.700-38.700.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_146.850-148.850.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_20.450-22.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_273.900-275.900.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_70.700-72.700.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_48.450-50.450.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_52.850-54.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_254.550-255.800.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_586.750-588.400.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_114.450-116.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_321.900-323.900.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_146.850-148.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_428.500-430.500.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_78.850-80.850.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_246.500-248.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_74.850-76.850.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_398.500-400.500.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_254.550-255.800.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_358.500-360.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_184.300-186.300.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_160.300-162.300.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_174.300-176.300.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_110.450-112.450.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_90.450-92.450.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_529.950-531.150.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_142.850-144.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_4.700-6.700.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_18.850-20.850.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_122.450-124.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_30.850-32.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_80.450-82.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_80.850-82.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_285.900-287.900.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_358.500-360.500.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_20.450-22.450.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_98.850-100.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_299.900-301.900.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_86.450-88.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_227.350-229.350.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_172.300-174.300.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_307.900-309.900.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_111.450-113.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_30.850-32.850.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_604.450-605.700.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_398.500-400.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_118.450-120.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_82.850-84.850.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_492.200-494.200.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_14.450-16.450.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_132.850-134.850.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_60.850-62.850.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_518.200-520.200.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_28.700-30.700.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_111.450-113.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_232.500-234.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_156.300-158.300.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_90.850-92.850.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_199.050-201.050.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_16.450-18.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_28.450-30.450.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_262.250-264.250.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_4.450-6.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_16.850-18.850.mp3,test
cophixalus infacetus,project_echo_bucket_2__region_544.500-546.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_568.150-569.350.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_327.900-329.900.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_42.850-44.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_40.450-42.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_94.450-96.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_62.450-64.450.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_10.850-12.850.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_82.700-84.700.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_74.450-76.450.mp3,validation
cophixalus infacetus,project_echo_bucket_1__region_56.450-58.450.wav,train
cophixalus infacetus,project_echo_bucket_3__region_62.850-64.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_193.050-195.050.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_466.500-468.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_293.900-295.900.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_466.500-468.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_40.450-42.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_529.950-531.150.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_24.450-26.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_180.300-182.300.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_90.850-92.850.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_2.850-4.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_586.750-588.400.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_66.450-68.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_281.900-283.900.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_80.850-82.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_12.850-14.850.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_4.700-6.700.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_106.450-108.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_124.850-126.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_518.200-520.200.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_80.450-82.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_12.850-14.850.mp3,train
cophixalus infacetus,project_echo_bucket_1__region_215.350-217.350.wav,train
cophixalus infacetus,project_echo_bucket_2__region_6.450-8.450.mp3,test
cophixalus infacetus,project_echo_bucket_3__region_56.450-58.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_354.500-356.500.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_74.450-76.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_123.450-125.450.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_484.500-486.500.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_62.450-64.450.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_6.850-8.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_150.300-152.300.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_16.700-18.700.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_88.450-90.450.mp3,validation
cophixalus infacetus,project_echo_bucket_3__region_52.850-54.850.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_70.850-72.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_281.900-283.900.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_140.850-142.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_82.700-84.700.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_135.100-137.100.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_56.850-58.850.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_18.850-20.850.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_313.900-315.900.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_98.450-100.450.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_106.450-108.450.mp3,validation
cophixalus infacetus,project_echo_bucket_2__region_2.450-4.450.mp3,train
cophixalus infacetus,project_echo_bucket_2__region_174.300-176.300.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_285.900-287.900.mp3,train
cophixalus infacetus,project_echo_bucket_3__region_82.450-84.450.mp3,validation
cophixalus infacetus,project_echo_bucket_1__region_132.850-134.850.wav,train
